index,Y
964,3
965,11
966,42
967,21
968,33
969,3
970,18
971,46
972,36
973,43
974,33
975,36
976,7
977,41
978,12
979,26
980,14
981,8
982,41
983,40
984,35
985,11
986,4
987,32
988,44
989,15
990,7
991,37
992,41
993,37
994,37
995,10
996,28
997,23
998,26
999,42
1000,46
1001,26
1002,5
1003,6
1004,46
1005,45
1006,17
1007,35
1008,12
1009,8
1010,10
1011,25
1012,43
1013,16
1014,2
1015,37
1016,37
1017,27
1018,37
1019,35
1020,43
1021,5
1022,46
1023,18
1024,12
1025,30
1026,36
1027,27
1028,32
1029,13
1030,43
1031,32
1032,18
1033,0
1034,41
1035,21
1036,12
1037,35
1038,36
1039,44
1040,12
1041,37
1042,21
1043,21
1044,46
1045,11
1046,17
1047,14
1048,10
1049,4
1050,31
1051,6
1052,36
1053,34
1054,30
1055,13
1056,8
1057,16
1058,4
1059,13
1060,18
1061,23
1062,43
1063,2
1064,30
1065,31
1066,28
1067,29
1068,46
1069,29
1070,9
1071,26
1072,27
1073,3
1074,25
1075,29
1076,8
1077,40
1078,21
1079,22
1080,4
1081,8
1082,0
1083,37
1084,5
1085,5
1086,29
1087,21
1088,30
1089,5
1090,27
1091,34
1092,42
1093,3
1094,42
1095,35
1096,9
1097,35
1098,10
1099,31
1100,19
1101,21
1102,39
1103,5
1104,6
1105,31
1106,14
1107,29
1108,6
1109,31
1110,6
1111,11
1112,9
1113,34
1114,12
1115,40
1116,37
1117,29
1118,7
1119,10
1120,10
1121,32
1122,0
1123,12
1124,19
1125,29
1126,5
1127,22
1128,30
1129,26
1130,9
1131,45
1132,23
1133,39
1134,27
1135,27
1136,40
1137,28
1138,12
1139,37
1140,34
1141,20
1142,7
1143,17
1144,21
1145,8
1146,9
1147,37
1148,3
1149,31
1150,21
1151,32
1152,34
1153,13
1154,15
1155,39
1156,14
1157,4
1158,32
1159,31
1160,34
1161,23
1162,9
1163,21
1164,15
1165,19
1166,6
1167,29
1168,14
1169,39
1170,9
1171,25
1172,27
1173,26
1174,31
1175,8
1176,10
1177,39
1178,27
1179,16
1180,2
1181,9
1182,11
1183,19
1184,31
1185,43
1186,15
1187,36
1188,26
1189,14
1190,23
1191,21
1192,5
1193,17
1194,21
1195,31
1196,21
1197,20
1198,24
1199,13
1200,46
1201,42
1202,22
1203,4
1204,42
1205,36
1206,14
1207,7
1208,22
1209,3
1210,37
1211,46
1212,20
1213,27
1214,35
1215,43
1216,24
1217,8
1218,16
1219,36
1220,43
1221,9
1222,36
1223,13
1224,25
1225,3
1226,6
1227,28
1228,15
1229,19
1230,6
1231,33
1232,0
1233,28
1234,30
1235,10
1236,15
1237,26
1238,11
1239,19
1240,45
1241,21
1242,11
1243,25
1244,46
1245,39
1246,30
1247,7
1248,40
1249,32
1250,26
1251,32
1252,17
1253,17
1254,0
1255,17
1256,46
1257,17
1258,15
1259,35
1260,40
1261,45
1262,7
1263,39
1264,4
1265,43
1266,43
1267,7
1268,34
1269,28
1270,19
1271,34
1272,22
1273,13
1274,39
1275,30
1276,6
1277,4
1278,42
1279,41
1280,43
1281,31
1282,27
1283,9
1284,6
1285,0
1286,37
1287,27
1288,8
1289,29
1290,14
1291,42
1292,25
1293,30
1294,40
1295,2
1296,6
1297,18
1298,45
1299,32
1300,15
1301,24
1302,37
1303,44
1304,8
1305,5
1306,24
1307,11
1308,32
1309,6
1310,10
1311,38
1312,30
1313,13
1314,21
1315,33
1316,34
1317,36
1318,19
1319,6
1320,36
1321,35
1322,24
1323,6
1324,30
1325,14
1326,33
1327,25
1328,21
1329,0
1330,7
1331,11
1332,9
1333,12
1334,41
1335,46
1336,45
1337,16
1338,36
1339,42
1340,28
1341,34
1342,42
1343,21
1344,25
1345,35
1346,20
1347,40
1348,30
1349,41
1350,30
1351,44
1352,9
1353,17
1354,36
1355,28
1356,2
1357,17
1358,28
1359,42
1360,0
1361,33
1362,45
1363,44
1364,18
1365,32
1366,20
1367,17
1368,15
1369,18
1370,31
1371,26
1372,21
1373,8
1374,3
1375,25
1376,29
1377,9
1378,42
1379,6
1380,5
1381,13
1382,13
1383,1
1384,30
1385,30
1386,6
1387,15
1388,19
1389,9
1390,13
1391,28
1392,16
1393,37
1394,23
1395,16
1396,42
1397,2
1398,30
1399,8
1400,18
1401,36
1402,29
1403,45
1404,9
1405,14
1406,15
1407,22
1408,33
1409,16
1410,29
1411,2
1412,16
1413,18
1414,4
1415,22
1416,43
1417,11
1418,6
1419,32
1420,39
1421,10
1422,4
1423,42
1424,15
1425,43
1426,25
1427,45
1428,19
1429,25
1430,19
1431,9
1432,24
1433,3
1434,35
1435,43
1436,36
1437,43
1438,39
1439,32
1440,5
1441,21
1442,36
1443,30
1444,42
1445,16
1446,12
1447,26
1448,2
1449,20
1450,41
1451,13
1452,6
1453,33
1454,21
1455,24
1456,25
1457,17
1458,17
1459,7
1460,39
1461,31
1462,32
1463,9
1464,9
1465,36
1466,20
1467,38
1468,12
1469,28
1470,32
1471,17
1472,5
1473,29
1474,29
1475,19
1476,21
1477,0
1478,40
1479,38
1480,22
1481,38
1482,16
1483,29
1484,33
1485,16
1486,30
1487,22
1488,35
1489,12
1490,21
1491,22
1492,17
1493,33
1494,35
1495,2
1496,21
1497,9
1498,12
1499,28
1500,13
1501,46
1502,36
1503,4
1504,18
1505,26
1506,19
1507,42
1508,10
1509,24
1510,34
1511,3
1512,32
1513,8
1514,16
1515,19
1516,8
1517,21
1518,11
1519,21
1520,5
1521,12
1522,21
1523,25
1524,35
1525,5
1526,35
1527,6
1528,29
1529,4
1530,0
1531,9
1532,19
1533,32
1534,27
1535,31
1536,26
1537,4
1538,2
1539,41
1540,19
1541,11
1542,26
1543,37
1544,45
1545,15
1546,29
1547,38
1548,35
1549,46
1550,40
1551,19
1552,36
1553,27
1554,13
1555,16
1556,22
1557,46
1558,0
1559,23
1560,23
1561,35
1562,33
1563,5
1564,28
1565,28
1566,15
1567,20
1568,21
1569,2
1570,37
1571,29
1572,30
1573,28
1574,23
1575,30
1576,38
1577,36
1578,32
1579,28
1580,0
1581,10
1582,46
1583,9
1584,14
1585,30
1586,20
1587,12
1588,38
1589,46
1590,9
1591,22
1592,23
1593,15
1594,21
1595,16
1596,27
1597,19
1598,34
1599,6
1600,30
1601,22
1602,5
1603,4
1604,24
1605,35
1606,39
1607,25
1608,3
1609,38
1610,13
1611,20
1612,30
1613,21
1614,13
1615,42
1616,18
1617,26
1618,30
1619,25
1620,8
1621,2
1622,46
1623,32
1624,39
1625,18
1626,40
1627,7
1628,29
1629,5
1630,8
1631,19
1632,44
1633,19
1634,8
1635,10
1636,2
1637,0
1638,30
1639,32
1640,6
1641,17
1642,3
1643,41
1644,21
1645,29
1646,13
1647,2
1648,17
1649,41
1650,37
1651,23
1652,3
1653,4
1654,12
1655,23
1656,0
1657,34
1658,37
1659,32
1660,42
1661,43
1662,34
1663,14
1664,38
1665,0
1666,10
1667,17
1668,18
1669,42
1670,17
1671,13
1672,28
1673,2
1674,23
1675,25
1676,17
1677,6
1678,16
1679,2
1680,36
1681,21
1682,41
1683,21
1684,35
1685,43
1686,29
1687,28
1688,26
1689,0
1690,26
1691,36
1692,13
1693,41
1694,29
1695,9
1696,9
1697,3
1698,30
1699,4
1700,16
1701,20
1702,35
1703,10
1704,42
1705,11
1706,17
1707,39
1708,31
1709,26
1710,14
1711,7
1712,25
1713,17
1714,30
1715,34
1716,34
1717,34
1718,21
1719,6
1720,9
1721,28
1722,33
1723,15
1724,7
1725,10
1726,25
1727,9
1728,45
1729,17
1730,19
1731,2
1732,14
1733,40
1734,33
1735,26
1736,18
1737,43
1738,27
1739,21
1740,41
1741,21
1742,46
1743,24
1744,24
1745,16
1746,7
1747,2
1748,43
1749,29
1750,0
1751,25
1752,4
1753,38
1754,9
1755,26
1756,31
1757,4
1758,44
1759,38
1760,32
1761,18
1762,2
1763,9
1764,46
1765,9
1766,36
1767,18
1768,22
1769,11
1770,12
1771,9
1772,28
1773,32
1774,2
1775,46
1776,18
1777,0
1778,24
1779,4
1780,33
1781,37
1782,36
1783,29
1784,10
1785,43
1786,35
1787,9
1788,20
1789,8
1790,31
1791,7
1792,40
1793,15
1794,4
1795,13
1796,28
1797,15
1798,9
1799,29
1800,9
1801,33
1802,6
1803,8
1804,12
1805,33
1806,2
1807,3
1808,17
1809,33
1810,10
1811,1
1812,34
1813,2
1814,45
1815,23
1816,21
1817,8
1818,18
1819,26
1820,5
1821,6
1822,38
1823,9
1824,30
1825,31
1826,24
1827,24
1828,21
1829,29
1830,3
1831,27
1832,32
1833,4
1834,28
1835,3
1836,38
1837,33
1838,7
1839,35
1840,27
1841,28
1842,20
1843,38
1844,24
1845,25
1846,23
1847,16
1848,9
1849,12
1850,8
1851,11
1852,27
1853,28
1854,42
1855,0
1856,27
1857,10
1858,2
1859,27
1860,14
1861,27
1862,18
1863,2
1864,32
1865,43
1866,42
1867,10
1868,21
1869,21
1870,33
1871,35
1872,40
1873,23
1874,31
1875,24
1876,37
1877,42
1878,42
1879,19
1880,31
1881,17
1882,10
1883,12
1884,21
1885,11
1886,32
1887,9
1888,12
1889,43
1890,26
1891,25
1892,10
1893,31
1894,10
1895,9
1896,22
1897,15
1898,38
1899,9
1900,7
1901,21
1902,32
1903,0
1904,43
1905,43
1906,14
1907,25
1908,43
1909,28
1910,34
1911,41
1912,41
1913,14
1914,46
1915,23
1916,0
1917,35
1918,15
1919,5
1920,35
1921,46
1922,41
1923,39
1924,44
1925,2
1926,25
1927,22
1928,25
1929,38
1930,42
1931,9
1932,40
1933,21
1934,22
1935,11
1936,13
1937,11
1938,16
1939,16
1940,36
1941,32
1942,46
1943,46
1944,32
1945,15
1946,38
1947,22
1948,19
1949,25
1950,42
1951,28
1952,42
1953,15
1954,31
1955,36
1956,42
1957,40
1958,10
1959,34
1960,21
1961,21
1962,30
1963,24
1964,28
1965,31
1966,25
1967,4
1968,14
1969,4
1970,28
1971,37
1972,14
1973,26
1974,40
1975,6
1976,39
1977,39
1978,40
1979,13
1980,45
1981,22
1982,7
1983,11
1984,40
1985,35
1986,40
1987,13
1988,34
1989,28
1990,4
1991,45
1992,16
1993,31
1994,26
1995,10
1996,35
1997,31
1998,14
1999,17
2000,37
2001,38
2002,2
2003,36
2004,40
2005,44
2006,12
2007,38
2008,32
2009,37
2010,41
2011,31
2012,38
2013,43
2014,1
2015,31
2016,29
2017,0
2018,9
2019,32
2020,9
2021,0
2022,19
2023,37
2024,23
2025,2
2026,8
2027,19
2028,9
2029,11
2030,20
2031,2
2032,5
2033,31
2034,26
2035,16
2036,18
2037,27
2038,10
2039,33
2040,25
2041,22
2042,20
2043,23
2044,2
2045,29
2046,44
2047,3
2048,10
2049,13
2050,32
2051,5
2052,20
2053,31
2054,38
2055,45
2056,45
2057,6
2058,6
2059,5
2060,44
2061,26
2062,29
2063,3
2064,7
2065,23
2066,28
2067,22
2068,15
2069,37
2070,14
2071,38
2072,14
2073,28
2074,37
2075,5
2076,13
2077,2
2078,46
2079,40
2080,29
2081,21
2082,7
2083,36
2084,17
2085,20
2086,22
2087,5
2088,23
2089,32
2090,19
2091,22
2092,46
2093,20
2094,0
2095,21
2096,12
2097,31
2098,41
2099,15
2100,2
2101,24
2102,12
2103,8
2104,1
2105,2
2106,44
2107,38
2108,38
2109,28
2110,16
2111,37
2112,18
2113,18
2114,3
2115,42
2116,20
2117,2
2118,9
2119,17
2120,12
2121,37
2122,45
2123,31
2124,31
2125,31
2126,29
2127,17
2128,37
2129,0
2130,3
2131,7
2132,30
2133,25
2134,2
2135,29
2136,22
2137,4
2138,16
2139,3
2140,43
2141,7
2142,29
2143,0
2144,15
2145,32
2146,29
2147,23
2148,46
2149,46
2150,37
2151,33
2152,16
2153,37
2154,18
2155,19
2156,0
2157,29
2158,7
2159,12
2160,23
2161,35
2162,21
2163,2
2164,21
2165,33
2166,29
2167,30
2168,33
2169,39
2170,3
2171,32
2172,13
2173,32
2174,26
2175,45
2176,27
2177,23
2178,30
2179,38
2180,12
2181,17
2182,45
2183,45
2184,3
2185,1
2186,32
2187,35
2188,21
2189,13
2190,43
2191,28
2192,32
2193,25
2194,5
2195,27
2196,17
2197,4
2198,9
2199,8
2200,13
2201,25
2202,20
2203,27
2204,11
2205,20
2206,33
2207,44
2208,23
2209,26
2210,34
2211,19
2212,38
2213,23
2214,15
2215,15
2216,21
2217,46
2218,37
2219,18
2220,17
2221,41
2222,41
2223,8
2224,39
2225,43
2226,19
2227,6
2228,28
2229,3
2230,22
2231,2
2232,21
2233,11
2234,43
2235,27
2236,24
2237,30
2238,46
2239,8
2240,8
2241,9
2242,0
2243,40
2244,29
2245,32
2246,29
2247,41
2248,44
2249,38
2250,40
2251,43
2252,46
2253,22
2254,26
2255,6
2256,22
2257,31
2258,40
2259,25
2260,35
2261,6
2262,29
2263,39
2264,3
2265,46
2266,6
2267,13
2268,5
2269,36
2270,12
2271,39
2272,34
2273,45
2274,20
2275,14
2276,4
2277,2
2278,7
2279,18
2280,9
2281,36
2282,21
2283,37
2284,26
2285,9
2286,35
2287,7
2288,38
2289,16
2290,3
2291,33
2292,28
2293,26
2294,11
2295,21
2296,36
2297,34
2298,42
2299,13
2300,45
2301,45
2302,27
2303,15
2304,28
2305,38
2306,39
2307,28
2308,35
2309,25
2310,12
2311,18
2312,30
2313,38
2314,42
2315,43
2316,46
2317,19
2318,23
2319,0
2320,3
2321,9
2322,34
2323,0
2324,25
2325,13
2326,21
2327,23
2328,45
2329,8
2330,31
2331,13
2332,35
2333,12
2334,32
2335,5
2336,28
2337,7
2338,11
2339,8
2340,29
2341,9
2342,22
2343,45
2344,24
2345,21
2346,11
2347,18
2348,9
2349,9
2350,27
2351,21
2352,17
2353,41
2354,42
2355,14
2356,9
2357,36
2358,19
2359,25
2360,37
2361,44
2362,15
2363,21
2364,15
2365,37
2366,44
2367,14
2368,10
2369,4
2370,38
2371,30
2372,40
2373,2
2374,12
2375,25
2376,29
2377,28
2378,38
2379,18
2380,33
2381,27
2382,21
2383,9
2384,4
2385,24
2386,25
2387,45
2388,27
2389,8
2390,4
2391,23
2392,33
2393,29
2394,27
2395,12
2396,30
2397,42
2398,27
2399,11
2400,20
2401,11
2402,13
2403,28
2404,13
2405,1
2406,36
2407,8
2408,2
2409,45
2410,36
2411,18
2412,14
2413,20
2414,20
2415,16
2416,8
2417,35
2418,4
2419,23
2420,16
2421,3
2422,36
2423,42
2424,21
2425,17
2426,19
2427,32
2428,37
2429,9
2430,18
2431,22
2432,17
2433,37
2434,29
2435,11
2436,46
2437,11
2438,29
2439,21
2440,26
2441,13
2442,29
2443,33
2444,9
2445,11
2446,40
2447,30
2448,6
2449,27
2450,42
2451,44
2452,43
2453,2
2454,19
2455,28
2456,20
2457,42
2458,42
2459,21
2460,21
2461,9
2462,2
2463,39
2464,9
2465,7
2466,27
2467,21
2468,41
2469,33
2470,8
2471,40
2472,30
2473,19
2474,20
2475,32
2476,40
2477,24
2478,6
2479,2
2480,45
2481,30
2482,2
2483,35
2484,34
2485,40
2486,6
2487,29
2488,3
2489,31
2490,2
2491,23
2492,13
2493,25
2494,16
2495,46
2496,33
2497,6
2498,27
2499,32
2500,3
2501,21
2502,38
2503,25
2504,45
2505,25
2506,26
2507,36
2508,23
2509,33
2510,11
2511,33
2512,9
2513,20
2514,33
2515,27
2516,45
2517,46
2518,37
2519,36
2520,37
2521,16
2522,27
2523,25
2524,5
2525,21
2526,10
2527,39
2528,28
2529,42
2530,24
2531,10
2532,7
2533,20
2534,33
2535,22
2536,18
2537,6
2538,21
2539,43
2540,31
2541,27
2542,34
2543,45
2544,40
2545,26
2546,19
2547,5
2548,46
2549,43
2550,18
2551,10
2552,27
2553,30
2554,13
2555,0
2556,27
2557,40
2558,9
2559,10
2560,10
2561,39
2562,33
2563,30
2564,27
2565,40
2566,28
2567,26
2568,28
2569,38
2570,37
2571,31
2572,18
2573,6
2574,32
2575,8
2576,38
2577,21
2578,36
2579,11
2580,46
2581,19
2582,5
2583,42
2584,28
2585,43
2586,21
2587,32
2588,35
2589,22
2590,9
2591,23
2592,19
2593,19
2594,0
2595,8
2596,13
2597,7
2598,18
2599,6
2600,7
2601,39
2602,32
2603,24
2604,38
2605,45
2606,30
2607,21
2608,15
2609,38
2610,36
2611,42
2612,33
2613,27
2614,25
2615,34
2616,31
2617,9
2618,9
2619,14
2620,31
2621,39
2622,32
2623,44
2624,10
2625,4
2626,13
2627,41
2628,25
2629,20
2630,43
2631,35
2632,45
2633,18
2634,34
2635,33
2636,8
2637,33
2638,20
2639,10
2640,5
2641,2
2642,39
2643,16
2644,44
2645,4
2646,34
2647,7
2648,2
2649,35
2650,28
2651,16
2652,42
2653,22
2654,27
2655,4
2656,28
2657,11
2658,36
2659,0
2660,4
2661,24
2662,7
2663,16
2664,22
2665,42
2666,3
2667,15
2668,25
2669,33
2670,9
2671,0
2672,29
2673,37
2674,18
2675,39
2676,23
2677,1
2678,11
2679,40
2680,40
2681,22
2682,32
2683,4
2684,11
2685,24
2686,16
2687,20
2688,43
2689,38
2690,39
2691,31
2692,42
2693,36
2694,31
2695,5
2696,32
2697,11
2698,35
2699,34
2700,6
2701,40
2702,18
2703,31
2704,9
2705,24
2706,13
2707,7
2708,30
2709,6
2710,45
2711,46
2712,33
2713,40
2714,16
2715,10
2716,13
2717,11
2718,41
2719,46
2720,11
2721,35
2722,9
2723,39
2724,2
2725,43
2726,20
2727,38
2728,2
2729,14
2730,16
2731,26
2732,9
2733,35
2734,18
2735,9
2736,21
2737,20
2738,27
2739,44
2740,10
2741,41
2742,44
2743,21
2744,8
2745,35
2746,24
2747,46
2748,8
2749,31
2750,45
2751,6
2752,32
2753,24
2754,7
2755,21
2756,0
2757,19
2758,37
2759,12
2760,26
2761,32
2762,20
2763,2
2764,22
2765,10
2766,14
2767,46
2768,37
2769,45
2770,28
2771,28
2772,45
2773,13
2774,1
2775,37
2776,14
2777,32
2778,0
2779,11
2780,38
2781,10
2782,6
2783,0
2784,21
2785,11
2786,6
2787,9
2788,16
2789,22
2790,7
2791,3
2792,2
2793,29
2794,12
2795,45
2796,19
2797,32
2798,12
2799,31
2800,45
2801,9
2802,15
2803,1
2804,22
2805,6
2806,29
2807,43
2808,0
2809,33
2810,22
2811,20
2812,34
2813,18
2814,25
2815,8
2816,21
2817,1
2818,13
2819,12
2820,19
2821,8
2822,17
2823,3
2824,43
2825,2
2826,22
2827,35
2828,37
2829,8
2830,45
2831,32
2832,20
2833,44
2834,9
2835,30
2836,26
2837,20
2838,33
2839,45
2840,0
2841,46
2842,13
2843,28
2844,11
2845,21
2846,37
2847,41
2848,14
2849,23
2850,12
2851,15
2852,21
2853,2
2854,22
2855,5
2856,23
2857,40
2858,18
2859,16
2860,5
2861,22
2862,38
2863,27
2864,22
2865,25
2866,35
2867,39
2868,25
2869,43
2870,26
2871,5
2872,32
2873,24
2874,12
2875,21
2876,29
2877,22
2878,24
2879,30
2880,7
2881,8
2882,23
2883,4
2884,22
2885,24
2886,44
2887,43
2888,18
2889,20
2890,31
2891,0
2892,34
2893,21
2894,15
2895,42
2896,15
2897,1
2898,8
2899,7
2900,21
2901,8
2902,15
2903,8
2904,29
2905,25
2906,9
2907,15
2908,14
2909,15
2910,28
2911,26
2912,12
2913,11
2914,30
2915,8
2916,35
2917,36
2918,20
2919,14
2920,37
2921,46
2922,10
2923,16
2924,23
2925,40
2926,42
2927,39
2928,3
2929,40
2930,33
2931,33
2932,29
2933,16
2934,28
2935,33
2936,17
2937,11
2938,8
2939,7
2940,43
2941,45
2942,29
2943,46
2944,15
2945,24
2946,36
2947,35
2948,21
2949,21
2950,8
2951,10
2952,11
2953,10
2954,10
2955,9
2956,0
2957,2
2958,0
2959,5
2960,18
2961,28
2962,35
2963,43
2964,20
2965,39
2966,2
2967,7
2968,20
2969,46
2970,41
2971,46
2972,23
2973,12
2974,39
2975,8
2976,33
2977,39
2978,24
2979,24
2980,15
2981,27
2982,45
2983,1
2984,42
2985,9
2986,34
2987,37
2988,46
2989,31
2990,4
2991,19
2992,28
2993,2
2994,25
2995,11
2996,44
2997,4
